Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility,prophet_predicted_price,llama_sentiment,llama_sentiment_confidence,gemini_sentiment,gemini_sentiment_confidence,pct_change_adj_close,price_change_direction,AAPL,KO,TSLA,V,XOM
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.84103393554688,370732000,67.65699996948243,73.15837421417237,76.45169975280761,70.36967645528759,73.09535482045202,-2.725678365164427,-2.0744193436382963,-0.6512590215261307,45.068568126544235,62.0,76.0,53.51785932268415,27.890436101194297,73.15837421417237,83.46343867661103,62.853309751733704,4.853393282209124,0.1198082665473159,-1219603600,74.59801721994315,-3.826591566724935,-14.436542186534208,5.152532231219332,103314103.78085697,63.64540739263694,1.0,0.91943359375,0.0,0.9999978541875691,11.980816476266051,1,True,False,False,False,False
2020-03-13,119.0,121.51399993896484,100.4000015258789,109.3239974975586,109.3239974975586,113201500,119.78919830322266,147.97129859924317,131.658839263916,131.8988579091464,137.6120156027056,-5.713157693559197,0.5818552173470736,-6.29501291090627,22.64265108506862,100.4000015258789,171.32000732421875,12.583185620507365,8.859695174065175,147.97129859924317,192.18208968037615,103.76050751811016,13.832429613385882,-0.0248506207976572,1024803500,134.04979949280602,-22.297721213454192,-32.012440657498175,22.10539554056651,22436501.571980324,112.71762483418398,1.0,0.96728515625,0.0,0.9443784530290268,-2.485062079765721,-1,False,False,True,False,False
2020-03-13,49.5099983215332,49.560001373291016,46.61000061035156,48.470001220703125,45.15787506103516,33697200,50.672000122070315,55.89250011444092,56.7223999786377,53.1461963928131,55.205602582516626,-2.059406189703523,-1.0575159767565807,-1.0018902129469425,31.32794872239801,46.61000061035156,59.20000076293945,14.77363453382673,10.086933700415656,55.89250011444092,63.49773057108463,48.28726965779721,2.791428702218193,0.0277778069874803,572000,55.78478541517088,-12.287363928826275,-18.688138358639648,3.802615228321856,9404606.06703327,50.24127701290421,1.0,0.607421875,0.0,0.9999947551633548,3.67915396572438,1,False,True,False,False,False
2020-03-13,40.0099983215332,40.13999938964844,35.0,38.119998931884766,33.36341094970703,79891500,40.50999984741211,51.13199996948242,59.92740013122559,45.66758688575891,51.5395273473505,-5.871940461591592,-4.633525212815718,-1.2384152487758744,22.84097266834,35.0,56.75,14.344822675332257,7.172332847781469,51.13199996948242,65.99700819827329,36.26699174069155,3.4599993569510312,0.0252823727539919,-542140700,54.94117500303402,-20.06709995890941,-37.436404495395,7.432504114395437,20873685.78837202,38.39973945036478,1.0,0.9814453125,0.0,0.9999520824406596,2.5282312533212226,1,False,False,False,False,True
2020-03-13,168.72000122070312,176.32000732421875,162.2100067138672,175.8300018310547,173.32542419433594,19948900,172.51800231933595,189.8744987487793,196.25759979248048,180.469482031606,188.11489186071012,-7.645409829104096,-5.383185010290525,-2.2622248188135714,40.36589847706636,156.99000549316406,199.88999938964844,43.91608162777513,20.530933940103996,189.8744987487793,220.15056336933395,159.59843412822465,10.853573390415743,0.0983883047216744,-5000600,192.4676540528889,-4.6268164195362615,-15.221790257711698,15.13803231027733,5709885.879678104,162.45045873882032,1.0,0.99853515625,1.0,0.9999978541875691,9.838839672718793,1,False,False,False,True,False
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,89.01399993896484,102447500,113.2719985961914,144.42169876098632,131.7180792236328,125.3011874521954,134.01216259057668,-8.710975138381272,-1.2767108537985956,-7.434264284582676,20.056698992972898,88.43399810791016,162.66200256347656,0.7813787199437405,5.957350576267603,144.42169876098632,195.43966805086689,93.40372947110576,14.3302857535226,-0.1857780361447842,922356000,133.1974935791266,-26.797696500046587,-44.368335079604506,25.508984644940277,22476320.750315305,104.23876927041408,1.0,0.97119140625,0.0,0.9920594092323056,-18.577803614478427,-1,False,False,True,False,False
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.98484420776367,322423600,66.45899963378906,72.1241241455078,76.16099975585938,68.85934187423824,72.16625458771237,-3.3069127134741336,-2.320918017605464,-0.9859946958686696,40.05291505656977,60.0,76.0,3.4531354904174805,19.12679520797688,72.1241241455078,83.14243822996521,61.1058100610504,5.238571984427316,-0.128646955965738,-1542027200,74.11041600079963,-9.001767857058917,-25.46237956145975,5.509157042228703,97200596.52388752,58.08983561337532,1.0,0.9609375,0.0,0.9990290150708409,-12.864695983611895,-1,True,False,False,False,False
2020-03-16,151.13999938964844,165.30999755859375,147.97999572753906,152.00999450683594,149.84469604492188,23692000,168.69400024414062,186.96049880981445,195.47539978027345,176.09109933548754,185.4404550196824,-9.349355684194848,-6.17641914507139,-3.172936539123458,36.27724707486196,147.97999572753906,194.4900054931641,8.664798824177838,19.728753237812665,186.96049880981445,220.0509355701796,153.8700620494493,11.973573957170766,-0.1354718027422082,-28692600,190.8158594385843,-11.1727983582246,-27.714109391785335,16.54521838018258,5728174.219582953,141.29951578319756,1.0,0.72802734375,0.0,0.999998569577201,-13.54719208596138,-1,False,False,False,True,False
2020-03-16,34.400001525878906,37.880001068115234,33.25,34.4900016784668,30.18636703491211,48924700,39.03600006103515,49.82399997711182,59.19920013427734,43.947958392329355,50.27659952002578,-6.328641127696429,-4.97254839579186,-1.3560927319045684,21.883021884937392,33.25,54.81999969482422,5.748732943952422,6.98631391120091,49.82399997711182,65.7299518898517,33.91804806437193,3.6092850821358806,-0.0952255339750738,-591065400,54.24693763806295,-17.606303928390865,-43.13272743488692,7.952975956369944,19647201.816340152,36.26456215059516,1.0,0.87548828125,1.0,0.996084423470127,-9.52253928587844,-1,False,False,False,False,True
2020-03-16,42.2400016784668,47.880001068115234,41.16999816894531,45.2599983215332,42.16722106933594,28682300,49.35199966430664,55.157999992370605,56.527799911499024,51.932935151077736,54.468891155777115,-2.535956004699379,-1.3532039823451405,-1.1827520223542387,28.812410174741217,41.16999816894531,59.0,22.93886557804104,13.76585294555692,55.157999992370605,63.87017831923715,46.44582166550406,3.200000217982702,-0.0662265900211867,-28110300,55.419481455324664,-12.726575802432516,-24.503756888169185,4.356089163433271,9215812.299913496,44.96842204548734,1.0,0.80078125,0.0,0.9995510275211166,-6.622663240148197,-1,False,True,False,False,False
